id,label,model_label,confidence,prob_real,prob_fake
real_images/25775712_1983-06-10_2010_face1.jpg,0,0,0.9803,0.9803,0.0197
real_images/12553912_1942-02-20_2003_face1.jpg,0,0,0.9473,0.9473,0.0527
real_images/1205912_1962-02-09_2014_face1.jpg,0,0,0.9355,0.9355,0.0645
real_images/20972712_1984-08-09_2011_face1.jpg,0,0,0.9576,0.9576,0.0424
real_images/445412_1914-09-12_2003_face1.jpg,0,0,0.987,0.987,0.013
real_images/5035612_1962-03-17_2011_face1.jpg,0,0,0.9803,0.9803,0.0197
real_images/25159812_1991-09-20_2011_face1.jpg,0,0,0.9844,0.9844,0.0156
real_images/560012_1954-12-31_2009_face1.jpg,0,0,0.9793,0.9793,0.0207
real_images/2445312_1976-03-13_2007_face1.jpg,0,0,0.9861,0.9861,0.0139
real_images/21864812_1929-10-19_2009_face1.jpg,0,0,0.8884,0.8884,0.1116
real_images/1962112_1968-01-12_2007_face1.jpg,0,0,0.8303,0.8303,0.1697
real_images/27327412_1994-05-09_2012_face1.jpg,0,0,0.962,0.962,0.038
real_images/4425312_1979-09-17_2009_face1.jpg,0,0,0.9632,0.9632,0.0368
real_images/74712_1953-03-08_2009_face1.jpg,0,0,0.9748,0.9748,0.0252
real_images/3647112_1973-09-04_2009_face1.jpg,0,0,0.99,0.99,0.01
real_images/1030012_1976-08-23_2000_face1.jpg,0,0,0.926,0.926,0.074
real_images/5159412_1957-08-17_2009_face1.jpg,0,0,0.9651,0.9651,0.0349
real_images/2858812_1926-03-27_1984_face1.jpg,0,0,0.9413,0.9413,0.0587
real_images/4839312_1982-10-16_2009_face1.jpg,0,0,0.9916,0.9916,0.0084
real_images/32005912_1988-03-17_2011_face1.jpg,0,0,0.7322,0.7322,0.2678
real_images/1875312_1979-04-09_2010_face1.jpg,0,0,0.9175,0.9175,0.0825
real_images/3156912_1982-07-09_2010_face1.jpg,0,0,0.6339,0.6339,0.3661
real_images/2921412_1953-12-28_2015_face1.jpg,0,0,0.9632,0.9632,0.0368
real_images/26658712_1954-05-28_1970_face1.jpg,0,0,0.9168,0.9168,0.0832
real_images/1699112_1973-10-02_2011_face1.jpg,0,0,0.9523,0.9523,0.0477
real_images/6041812_1916-07-23_1946_face1.jpg,0,0,0.8944,0.8944,0.1056
real_images/19363012_1935-12-22_2014_face1.jpg,0,0,0.9281,0.9281,0.0719
real_images/2551012_1979-09-11_2009_face1.jpg,0,0,0.9656,0.9656,0.0344
real_images/34206712_1993-03-28_2015_face1.jpg,0,0,0.7893,0.7893,0.2107
real_images/2479612_1982-03-13_1993_face1.jpg,0,0,0.9309,0.9309,0.0691
real_images/1833012_1951-10-31_2007_face1.jpg,0,0,0.9807,0.9807,0.0193
real_images/11714712_1959-02-08_2007_face1.jpg,0,0,0.9883,0.9883,0.0117
real_images/1655812_1975-07-23_2010_face1.jpg,0,0,0.936,0.936,0.064
real_images/7403012_1964-06-30_2008_face1.jpg,0,0,0.9861,0.9861,0.0139
real_images/35056712_1983-01-20_2015_face1.jpg,0,0,0.8681,0.8681,0.1319
real_images/5196012_1978-05-01_2012_face1.jpg,0,0,0.8906,0.8906,0.1094
real_images/2772312_1974-04-12_2007_face1.jpg,0,0,0.8314,0.8314,0.1686
real_images/24542412_1975-06-02_2014_face1.jpg,0,0,0.5274,0.5274,0.4726
real_images/27259512_1988-07-18_2014_face1.jpg,0,0,0.9829,0.9829,0.0171
real_images/297412_1927-01-25_1994_face1.jpg,0,0,0.8805,0.8805,0.1195
real_images/517212_1961-02-13_2006_face1.jpg,0,0,0.9543,0.9543,0.0457
real_images/24156512_1985-07-06_2010_face1.jpg,0,0,0.8148,0.8148,0.1852
real_images/34680512_1976-11-16_2013_face1.jpg,0,0,0.9634,0.9634,0.0366
real_images/18985212_1988-03-08_2012_face1.jpg,0,0,0.9616,0.9616,0.0384
real_images/18139512_1975-01-26_2005_face1.jpg,0,0,0.9855,0.9855,0.0145
real_images/27763312_1992-04-07_2011_face1.jpg,0,0,0.8816,0.8816,0.1184
real_images/1641712_1967-06-21_2014_face1.jpg,0,0,0.943,0.943,0.057
real_images/1234112_1968-08-22_2008_face1.jpg,0,0,0.921,0.921,0.079
real_images/17012_1912-01-01_1990_face1.jpg,0,0,0.9806,0.9806,0.0194
real_images/8084912_1982-06-12_2009_face1.jpg,0,0,0.9475,0.9475,0.0525
real_images/30999712_1988-12-09_2010_face1.jpg,0,0,0.9575,0.9575,0.0425
real_images/5115712_1987-07-26_2008_face1.jpg,0,0,0.9877,0.9877,0.0123
real_images/30595212_1994-01-22_2014_face1.jpg,0,0,0.7706,0.7706,0.2294
real_images/2772312_1974-04-12_2007_face2.jpg,0,0,0.9561,0.9561,0.0439
real_images/21084412_1961-09-04_2012_face1.jpg,0,0,0.8488,0.8488,0.1512
real_images/14851312_1947-03-05_2011_face1.jpg,0,0,0.5687,0.5687,0.4313
real_images/21789412_1985-04-14_2008_face1.jpg,0,0,0.9525,0.9525,0.0475
real_images/3439312_1987-01-14_2011_face1.jpg,0,0,0.9028,0.9028,0.0972
real_images/27355812_1988-11-29_2012_face1.jpg,0,0,0.9897,0.9897,0.0103
real_images/2508912_1960-09-24_2011_face1.jpg,0,0,0.8206,0.8206,0.1794
real_images/1452912_1965-08-29_2004_face1.jpg,0,0,0.9849,0.9849,0.0151
real_images/375212_1949-05-18_2012_face1.jpg,0,0,0.7162,0.7162,0.2838
real_images/9746812_1984-03-31_2014_face1.jpg,0,0,0.6854,0.6854,0.3146
real_images/13386012_1986-09-02_2013_face1.jpg,0,1,0.5303,0.4697,0.5303
real_images/25660912_1985-12-10_2011_face1.jpg,0,0,0.9588,0.9588,0.0412
real_images/1278412_1982-04-16_2010_face1.jpg,0,1,0.5402,0.4598,0.5402
real_images/7897012_1925-03-04_2008_face1.jpg,0,0,0.9345,0.9345,0.0655
real_images/254812_1946-03-22_2004_face1.jpg,0,0,0.9202,0.9202,0.0798
real_images/4574812_1944-12-17_2008_face1.jpg,0,0,0.9404,0.9404,0.0596
real_images/83312_1951-10-02_2007_face1.jpg,0,0,0.9856,0.9856,0.0144
real_images/2142112_1959-03-13_2008_face1.jpg,0,0,0.9506,0.9506,0.0494
real_images/11102812_1967-11-24_2010_face1.jpg,0,0,0.9353,0.9353,0.0647
real_images/709712_1972-01-15_2008_face1.jpg,0,0,0.9436,0.9436,0.0564
real_images/19880112_1949-10-07_2009_face1.jpg,0,1,0.6349,0.3651,0.6349
real_images/8880012_1934-06-28_2011_face1.jpg,0,0,0.9473,0.9473,0.0527
real_images/30028612_1961-06-30_2008_face1.jpg,0,0,0.9218,0.9218,0.0782
real_images/1417612_1981-10-31_2013_face1.jpg,0,0,0.7867,0.7867,0.2133
real_images/3201212_1982-04-17_2013_face1.jpg,0,0,0.6838,0.6838,0.3162
real_images/26152512_1965-10-05_1988_face1.jpg,0,0,0.9545,0.9545,0.0455
real_images/15917712_1937-03-23_1995_face1.jpg,0,0,0.9412,0.9412,0.0588
real_images/1474512_1977-07-28_2006_face1.jpg,0,0,0.958,0.958,0.042
real_images/2835312_1972-11-23_2015_face1.jpg,0,0,0.983,0.983,0.017
real_images/372312_1946-01-26_1989_face1.jpg,0,0,0.8352,0.8352,0.1648
real_images/17421612_1974-09-14_2000_face1.jpg,0,1,0.7007,0.2993,0.7007
real_images/18189012_1989-09-28_2011_face1.jpg,0,0,0.9787,0.9787,0.0213
real_images/98912_1802-12-15_2012_face1.jpg,0,0,0.9364,0.9364,0.0636
real_images/1462512_1972-02-01_2008_face1.jpg,0,0,0.9566,0.9566,0.0434
real_images/26249212_1982-10-17_2009_face1.jpg,0,0,0.6689,0.6689,0.3311
real_images/26368212_1986-12-30_2013_face1.jpg,0,0,0.9154,0.9154,0.0846
real_images/233512_1972-07-07_2010_face1.jpg,0,0,0.8569,0.8569,0.1431
real_images/13990412_1987-11-18_2013_face1.jpg,0,0,0.9316,0.9316,0.0684
real_images/9294112_1987-02-09_2011_face1.jpg,0,0,0.9548,0.9548,0.0452
real_images/499512_1941-06-02_2007_face1.jpg,0,0,0.9642,0.9642,0.0358
real_images/40212_1949-06-14_2005_face1.jpg,0,0,0.9455,0.9455,0.0545
real_images/20926212_1960-09-12_2015_face1.jpg,0,0,0.9819,0.9819,0.0181
real_images/10688912_1988-03-30_2011_face1.jpg,0,1,0.721,0.279,0.721
real_images/8787012_1987-08-24_2011_face1.jpg,0,0,0.7726,0.7726,0.2274
real_images/1836812_1976-11-06_2013_face1.jpg,0,0,0.7807,0.7807,0.2193
real_images/5974112_1971-01-10_2012_face1.jpg,0,0,0.9742,0.9742,0.0258
real_images/25539912_1949-01-01_2009_face1.jpg,0,0,0.9335,0.9335,0.0665
real_images/761212_1936-05-15_2006_face1.jpg,0,0,0.9258,0.9258,0.0742
real_images/266012_1956-06-25_2013_face1.jpg,0,0,0.9809,0.9809,0.0191
real_images/225812_1950-01-25_2009_face1.jpg,0,0,0.8464,0.8464,0.1536
real_images/6711612_1980-06-26_2012_face1.jpg,0,0,0.8509,0.8509,0.1491
real_images/549612_1966-05-28_2012_face1.jpg,0,0,0.9717,0.9717,0.0283
real_images/1277712_1970-12-09_2005_face1.jpg,0,0,0.8668,0.8668,0.1332
real_images/33236912_1967-08-19_2012_face1.jpg,0,0,0.8353,0.8353,0.1647
real_images/319512_1969-08-26_2009_face1.jpg,0,0,0.8832,0.8832,0.1168
real_images/32067212_1938-06-06_1973_face1.jpg,0,0,0.7262,0.7262,0.2738
real_images/709012_1976-06-04_2008_face1.jpg,0,0,0.5267,0.5267,0.4733
real_images/1687912_1941-12-03_1993_face1.jpg,0,0,0.9227,0.9227,0.0773
real_images/14926412_1984-10-31_2009_face1.jpg,0,0,0.8338,0.8338,0.1662
real_images/18861012_1985-09-26_2012_face1.jpg,0,0,0.8697,0.8697,0.1303
real_images/24245012_1986-05-05_2012_face1.jpg,0,0,0.9027,0.9027,0.0973
real_images/45812_1948-02-19_2002_face1.jpg,0,0,0.8893,0.8893,0.1107
real_images/32753912_1980-01-04_2012_face1.jpg,0,0,0.7122,0.7122,0.2878
real_images/27821112_1919-01-29_1949_face1.jpg,0,0,0.9639,0.9639,0.0361
real_images/504012_1966-10-17_2013_face1.jpg,0,0,0.7156,0.7156,0.2844
real_images/28026412_1923-02-07_1954_face1.jpg,0,0,0.9637,0.9637,0.0363
real_images/25539912_1949-01-01_2009_face2.jpg,0,0,0.8894,0.8894,0.1106
real_images/2449412_1976-03-06_2010_face1.jpg,0,0,0.9009,0.9009,0.0991
real_images/10478412_1987-01-09_2012_face1.jpg,0,0,0.9586,0.9586,0.0414
real_images/18814912_1985-08-26_2010_face1.jpg,0,0,0.9593,0.9593,0.0407
real_images/5558212_1934-09-24_1963_face1.jpg,0,0,0.9663,0.9663,0.0337
real_images/25539912_1949-01-01_2009_face3.jpg,0,0,0.9405,0.9405,0.0595
real_images/235312_1951-07-08_2014_face1.jpg,0,0,0.9554,0.9554,0.0446
real_images/36650312_1984-10-11_2012_face1.jpg,0,0,0.8771,0.8771,0.1229
real_images/2542912_1978-12-20_2015_face1.jpg,0,0,0.5565,0.5565,0.4435
real_images/25080812_1983-04-15_2014_face1.jpg,0,0,0.9506,0.9506,0.0494
real_images/19315212_1985-06-03_2009_face1.jpg,0,0,0.8604,0.8604,0.1396
real_images/442612_1967-04-01_2004_face1.jpg,0,0,0.9401,0.9401,0.0599
real_images/1671212_1968-05-08_1995_face1.jpg,0,0,0.9567,0.9567,0.0433
real_images/30582112_1978-12-01_2007_face1.jpg,0,0,0.661,0.661,0.339
real_images/36577112_1991-01-11_2014_face1.jpg,0,0,0.9748,0.9748,0.0252
real_images/3812712_1950-04-18_2010_face1.jpg,0,0,0.917,0.917,0.083
real_images/33831912_1970-03-10_2012_face1.jpg,0,0,0.8689,0.8689,0.1311
real_images/31307312_1985-05-09_2009_face1.jpg,0,0,0.5459,0.5459,0.4541
real_images/173712_1938-04-27_1972_face1.jpg,0,0,0.9191,0.9191,0.0809
real_images/5565412_1970-07-08_2008_face1.jpg,0,0,0.9256,0.9256,0.0744
real_images/1940012_1986-08-05_2007_face1.jpg,0,1,0.6041,0.3959,0.6041
real_images/3804612_1963-05-18_2010_face1.jpg,0,0,0.8963,0.8963,0.1037
real_images/26094312_1948-08-17_1990_face1.jpg,0,0,0.9281,0.9281,0.0719
real_images/1346412_1953-04-06_1972_face1.jpg,0,0,0.9753,0.9753,0.0247
real_images/381312_1906-02-05_1941_face1.jpg,0,0,0.9628,0.9628,0.0372
real_images/221812_1976-04-25_2011_face1.jpg,0,0,0.7912,0.7912,0.2088
real_images/57812_1925-06-17_2011_face1.jpg,0,0,0.8582,0.8582,0.1418
real_images/7309412_1985-04-24_2011_face1.jpg,0,0,0.9614,0.9614,0.0386
real_images/11503512_1985-08-31_2015_face2.jpg,0,0,0.9517,0.9517,0.0483
real_images/5649512_1984-12-13_2013_face1.jpg,0,0,0.9071,0.9071,0.0929
real_images/29157012_1990-04-29_2010_face1.jpg,0,0,0.9692,0.9692,0.0308
real_images/29633512_1989-12-07_2012_face1.jpg,0,0,0.9593,0.9593,0.0407
real_images/4629012_1987-12-19_2015_face1.jpg,0,0,0.9202,0.9202,0.0798
real_images/7079612_1992-06-26_2010_face1.jpg,0,0,0.9353,0.9353,0.0647
real_images/21984412_1985-03-22_2015_face1.jpg,0,0,0.8523,0.8523,0.1477
real_images/17857512_1961-08-03_2010_face1.jpg,0,0,0.8945,0.8945,0.1055
real_images/1056712_1982-12-12_2007_face1.jpg,0,0,0.9805,0.9805,0.0195
real_images/13336112_1989-09-26_2009_face1.jpg,0,0,0.9908,0.9908,0.0092
real_images/32475912_1973-06-29_2008_face1.jpg,0,0,0.9545,0.9545,0.0455
real_images/9263812_1965-04-14_2012_face1.jpg,0,0,0.9901,0.9901,0.0099
real_images/11503512_1985-08-31_2015_face1.jpg,0,0,0.9417,0.9417,0.0583
real_images/1030112_1985-02-26_2012_face1.jpg,0,0,0.9781,0.9781,0.0219
real_images/5295912_1978-10-13_2014_face1.jpg,0,0,0.9222,0.9222,0.0778
real_images/294912_1957-07-09_2010_face1.jpg,0,0,0.8219,0.8219,0.1781
real_images/3570312_1954-09-07_2011_face1.jpg,0,0,0.8892,0.8892,0.1108
real_images/2301712_1964-10-25_2010_face1.jpg,0,0,0.6699,0.6699,0.3301
real_images/26300612_1984-12-08_2008_face1.jpg,0,0,0.9551,0.9551,0.0449
real_images/2057912_1923-02-23_1950_face1.jpg,0,0,0.9579,0.9579,0.0421
real_images/1272112_1948-12-31_2009_face1.jpg,0,0,0.9745,0.9745,0.0255
real_images/100012_1948-07-03_2008_face1.jpg,0,0,0.9829,0.9829,0.0171
real_images/28701512_1973-07-07_2011_face1.jpg,0,0,0.8845,0.8845,0.1155
real_images/11550012_1969-11-05_2011_face1.jpg,0,0,0.9635,0.9635,0.0365
real_images/17621312_1947-10-08_1990_face1.jpg,0,0,0.9643,0.9643,0.0357
real_images/3002912_1983-04-07_2012_face1.jpg,0,0,0.9799,0.9799,0.0201
real_images/25214912_1946-03-30_2008_face1.jpg,0,0,0.7224,0.7224,0.2776
real_images/533512_1990-10-19_2013_face1.jpg,0,0,0.9635,0.9635,0.0365
real_images/7675412_1972-01-11_2012_face1.jpg,0,0,0.9817,0.9817,0.0183
real_images/19843712_1985-01-16_2014_face1.jpg,0,0,0.9366,0.9366,0.0634
real_images/1393912_1980-08-06_2011_face1.jpg,0,0,0.6977,0.6977,0.3023
real_images/609112_1972-04-11_2009_face1.jpg,0,0,0.9076,0.9076,0.0924
real_images/25431012_1977-11-05_2015_face1.jpg,0,0,0.9431,0.9431,0.0569
real_images/944612_1974-02-26_2014_face1.jpg,0,0,0.7884,0.7884,0.2116
real_images/581612_1985-03-09_2011_face1.jpg,0,0,0.9839,0.9839,0.0161
real_images/842312_1972-03-18_2007_face1.jpg,0,0,0.9695,0.9695,0.0305
real_images/12268212_1985-05-18_2010_face1.jpg,0,0,0.9306,0.9306,0.0694
real_images/5885912_1982-09-19_2010_face1.jpg,0,0,0.6992,0.6992,0.3008
real_images/207112_1987-11-03_2012_face1.jpg,0,0,0.9342,0.9342,0.0658
real_images/26590712_1927-01-15_1950_face1.jpg,0,0,0.9135,0.9135,0.0865
real_images/6271312_1977-01-24_2009_face1.jpg,0,0,0.894,0.894,0.106
real_images/31728512_1985-10-20_2011_face1.jpg,0,0,0.5059,0.5059,0.4941
real_images/8903312_1982-09-21_2014_face1.jpg,0,0,0.9722,0.9722,0.0278
real_images/2604712_1980-06-30_2011_face1.jpg,0,0,0.9818,0.9818,0.0182
real_images/18422812_1952-11-19_2008_face1.jpg,0,0,0.9885,0.9885,0.0115
real_images/718812_1982-02-14_2013_face1.jpg,0,0,0.8477,0.8477,0.1523
real_images/36594612_1991-05-21_2012_face1.jpg,0,0,0.7385,0.7385,0.2615
real_images/25527812_1980-10-11_2011_face1.jpg,0,0,0.9729,0.9729,0.0271
real_images/1197012_1961-03-08_2010_face1.jpg,0,0,0.9739,0.9739,0.0261
real_images/1189612_1980-05-17_2012_face1.jpg,0,0,0.9327,0.9327,0.0673
real_images/1357712_1968-07-13_2009_face1.jpg,0,0,0.8596,0.8596,0.1404
real_images/32803612_1984-12-04_2011_face1.jpg,0,0,0.821,0.821,0.179
real_images/32012912_1979-05-29_2009_face1.jpg,0,0,0.7824,0.7824,0.2176
real_images/1743112_1940-10-03_2007_face1.jpg,0,0,0.9322,0.9322,0.0678
real_images/36494412_1986-07-12_2013_face1.jpg,0,0,0.9062,0.9062,0.0938
real_images/1904112_1944-04-03_2012_face1.jpg,0,0,0.8372,0.8372,0.1628
real_images/1798012_1948-05-25_2007_face1.jpg,0,0,0.8671,0.8671,0.1329
real_images/17839812_1980-08-10_2014_face1.jpg,0,0,0.9271,0.9271,0.0729
real_images/6215212_1961-10-28_2011_face1.jpg,0,0,0.9767,0.9767,0.0233
real_images/3142312_1986-09-27_2004_face1.jpg,0,0,0.9594,0.9594,0.0406
real_images/173612_1947-06-22_2005_face1.jpg,0,0,0.977,0.977,0.023
real_images/26828312_1984-07-10_2010_face1.jpg,0,0,0.9477,0.9477,0.0523
real_images/20940812_1981-10-10_2015_face1.jpg,0,0,0.916,0.916,0.084
real_images/2259212_1947-10-08_2006_face1.jpg,0,0,0.99,0.99,0.01
real_images/3262212_1976-09-08_2004_face1.jpg,0,0,0.9568,0.9568,0.0432
real_images/35331012_1990-07-31_2012_face1.jpg,0,0,0.8731,0.8731,0.1269
real_images/651912_1956-10-07_1979_face1.jpg,0,0,0.8504,0.8504,0.1496
real_images/22607912_1986-04-23_2010_face1.jpg,0,0,0.9612,0.9612,0.0388
real_images/34625212_1993-03-04_2013_face1.jpg,0,0,0.9833,0.9833,0.0167
real_images/2211812_1962-03-12_2014_face1.jpg,0,1,0.5107,0.4893,0.5107
real_images/9608212_1972-11-26_2011_face1.jpg,0,0,0.9141,0.9141,0.0859
real_images/2224812_1969-10-16_2012_face1.jpg,0,0,0.9816,0.9816,0.0184
real_images/6215212_1961-10-28_2011_face2.jpg,0,0,0.9706,0.9706,0.0294
real_images/308212_1956-10-19_2011_face1.jpg,0,0,0.9102,0.9102,0.0898
real_images/15547112_1958-03-03_2008_face1.jpg,0,0,0.9825,0.9825,0.0175
real_images/2336012_1931-07-06_1956_face1.jpg,0,0,0.8938,0.8938,0.1062
real_images/8864612_1980-04-22_2010_face1.jpg,0,0,0.9419,0.9419,0.0581
real_images/9501612_1920-01-06_1995_face1.jpg,0,0,0.931,0.931,0.069
real_images/17053012_1960-03-20_2010_face1.jpg,0,0,0.8737,0.8737,0.1263
real_images/9396212_1951-05-03_2008_face1.jpg,0,0,0.9136,0.9136,0.0864
real_images/9775212_1952-01-18_1994_face1.jpg,0,0,0.9857,0.9857,0.0143
real_images/1166612_1976-08-21_2011_face1.jpg,0,0,0.9711,0.9711,0.0289
real_images/10958212_1983-11-02_2009_face1.jpg,0,1,0.5776,0.4224,0.5776
fake_images/2340111_1955-11-22_2009_face1.png,1,0,0.9889,0.9889,0.0111
fake_images/670911_1973-10-07_2012_face1.png,1,0,0.8955,0.8955,0.1045
fake_images/866811_1964-09-10_1993_face1.png,1,0,0.8366,0.8366,0.1634
fake_images/618111_1972-12-12_2010_face1.png,1,0,0.8197,0.8197,0.1803
fake_images/731111_1976-10-23_2015_face3.png,1,0,0.9921,0.9921,0.0079
fake_images/2443611_1976-05-25_2007_face1.png,1,0,0.9338,0.9338,0.0662
fake_images/816211_1984-06-09_2012_face1.png,1,0,0.901,0.901,0.099
fake_images/804611_1975-12-27_1982_face1.png,1,0,0.8382,0.8382,0.1618
fake_images/731111_1976-10-23_2015_face2.png,1,0,0.9854,0.9854,0.0146
fake_images/701611_1951-11-15_2012_face1.png,1,0,0.9696,0.9696,0.0304
fake_images/12741111_1921-10-25_1943_face1.png,1,0,0.9668,0.9668,0.0332
fake_images/1512711_1977-03-15_2008_face2.png,1,0,0.9816,0.9816,0.0184
fake_images/1787811_1969-06-23_2006_face1.png,1,0,0.7739,0.7739,0.2261
fake_images/968311_1972-07-01_2006_face1.png,1,0,0.9696,0.9696,0.0304
fake_images/731111_1976-10-23_2015_face1.png,1,0,0.9857,0.9857,0.0143
fake_images/3026611_1984-05-30_2015_face1.png,1,0,0.9237,0.9237,0.0763
fake_images/1512711_1977-03-15_2008_face1.png,1,0,0.9694,0.9694,0.0306
fake_images/1482311_1936-11-11_1959_face1.png,1,0,0.9663,0.9663,0.0337
fake_images/11373011_1987-04-09_2010_face2.png,1,0,0.9725,0.9725,0.0275
fake_images/2303211_1971-09-15_2007_face1.png,1,0,0.9801,0.9801,0.0199
fake_images/10510011_1927-02-03_1955_face1.png,1,0,0.88,0.88,0.12
fake_images/14023111_1971-10-06_2007_face1.png,1,0,0.974,0.974,0.026
fake_images/14334311_1898-09-03_1954_face1.png,1,0,0.9522,0.9522,0.0478
fake_images/11373011_1987-04-09_2010_face1.png,1,0,0.9713,0.9713,0.0287
fake_images/4051111_1971-11-14_2007_face1.png,1,1,0.5366,0.4634,0.5366
fake_images/6868211_1981-05-01_2011_face1.png,1,0,0.9779,0.9779,0.0221
fake_images/476211_1917-02-19_1959_face1.png,1,0,0.8229,0.8229,0.1771
fake_images/620711_1964-08-11_2010_face1.png,1,0,0.8975,0.8975,0.1025
fake_images/3306211_1988-03-06_2012_face1.png,1,0,0.9754,0.9754,0.0246
fake_images/4491611_1969-06-24_2008_face1.png,1,0,0.9796,0.9796,0.0204
fake_images/861011_1916-11-14_2008_face1.png,1,0,0.7898,0.7898,0.2102
fake_images/15315011_1939-05-14_2003_face1.png,1,0,0.9806,0.9806,0.0194
fake_images/1617211_1964-04-14_2012_face1.png,1,0,0.8533,0.8533,0.1467
fake_images/970011_1976-10-11_2012_face1.png,1,0,0.9871,0.9871,0.0129
fake_images/901511_1933-01-23_2009_face1.png,1,0,0.8311,0.8311,0.1689
fake_images/3605611_1970-08-10_2006_face1.png,1,0,0.9219,0.9219,0.0781
fake_images/1433411_1946-04-04_1981_face1.png,1,0,0.7128,0.7128,0.2872
fake_images/17963111_1993-11-28_2013_face1.png,1,0,0.8191,0.8191,0.1809
fake_images/13791911_1962-07-09_2010_face1.png,1,0,0.9543,0.9543,0.0457
fake_images/13034811_1983-10-23_2013_face1.png,1,0,0.9015,0.9015,0.0985
fake_images/3132011_1928-06-27_2009_face1.png,1,1,0.7019,0.2981,0.7019
fake_images/12078811_1923-11-29_1956_face1.png,1,0,0.8062,0.8062,0.1938
fake_images/10429311_1980-09-24_2007_face2.png,1,0,0.9807,0.9807,0.0193
fake_images/14496511_1983-09-26_2011_face1.png,1,0,0.7497,0.7497,0.2503
fake_images/13957211_1956-10-14_2004_face1.png,1,0,0.7187,0.7187,0.2813
fake_images/3390511_1978-12-03_2011_face1.png,1,0,0.958,0.958,0.042
fake_images/1237211_1894-09-03_1958_face1.png,1,0,0.9783,0.9783,0.0217
fake_images/993811_1943-06-13_2010_face1.png,1,0,0.8326,0.8326,0.1674
fake_images/16198611_1979-01-24_2006_face1.png,1,0,0.9659,0.9659,0.0341
fake_images/17373411_1962-12-02_2007_face1.png,1,0,0.969,0.969,0.031
fake_images/2067111_1962-03-15_2006_face1.png,1,0,0.9258,0.9258,0.0742
fake_images/13193011_1952-01-19_1972_face1.png,1,0,0.9904,0.9904,0.0096
fake_images/4177511_1977-11-28_2008_face1.png,1,0,0.9437,0.9437,0.0563
